,Datetime,Location,Power,Time,Date
14399,2021-10-23T10:20:00,campus,2196.0,10:20:00,2021-10-23
14409,2021-10-23T10:30:00,campus,2154.0,10:30:00,2021-10-23
14419,2021-10-23T10:40:00,campus,2118.0,10:40:00,2021-10-23
14429,2021-10-23T10:50:00,campus,2106.0,10:50:00,2021-10-23
14439,2021-10-23T11:00:00,campus,2136.0,11:00:00,2021-10-23
14449,2021-10-23T11:10:00,campus,2226.0,11:10:00,2021-10-23
14459,2021-10-23T11:20:00,campus,2280.0,11:20:00,2021-10-23
14469,2021-10-23T11:30:00,campus,2316.0,11:30:00,2021-10-23
14479,2021-10-23T11:40:00,campus,2316.0,11:40:00,2021-10-23
14489,2021-10-23T11:50:00,campus,2310.0,11:50:00,2021-10-23
14499,2021-10-23T12:00:00,campus,2304.0,12:00:00,2021-10-23
14509,2021-10-23T12:10:00,campus,2262.0,12:10:00,2021-10-23
14519,2021-10-23T12:20:00,campus,2238.0,12:20:00,2021-10-23
14529,2021-10-23T12:30:00,campus,2214.0,12:30:00,2021-10-23
14539,2021-10-23T12:40:00,campus,2184.0,12:40:00,2021-10-23
14549,2021-10-23T12:50:00,campus,2148.0,12:50:00,2021-10-23
14559,2021-10-23T13:00:00,campus,2106.0,13:00:00,2021-10-23
14569,2021-10-23T13:10:00,campus,2112.0,13:10:00,2021-10-23
14579,2021-10-23T13:20:00,campus,2148.0,13:20:00,2021-10-23
14589,2021-10-23T13:30:00,campus,2208.0,13:30:00,2021-10-23
14599,2021-10-23T13:40:00,campus,2256.0,13:40:00,2021-10-23
14609,2021-10-23T13:50:00,campus,2280.0,13:50:00,2021-10-23
14619,2021-10-23T14:00:00,campus,2274.0,14:00:00,2021-10-23
14629,2021-10-23T14:10:00,campus,2268.0,14:10:00,2021-10-23
14639,2021-10-23T14:20:00,campus,2226.0,14:20:00,2021-10-23
14649,2021-10-23T14:30:00,campus,2160.0,14:30:00,2021-10-23
14659,2021-10-23T14:40:00,campus,2106.0,14:40:00,2021-10-23
14669,2021-10-23T14:50:00,campus,2088.0,14:50:00,2021-10-23
14679,2021-10-23T15:00:00,campus,2094.0,15:00:00,2021-10-23
14689,2021-10-23T15:10:00,campus,2106.0,15:10:00,2021-10-23
14699,2021-10-23T15:20:00,campus,2094.0,15:20:00,2021-10-23
14709,2021-10-23T15:30:00,campus,2082.0,15:30:00,2021-10-23
14719,2021-10-23T15:40:00,campus,2088.0,15:40:00,2021-10-23
14729,2021-10-23T15:50:00,campus,2130.0,15:50:00,2021-10-23
14739,2021-10-23T16:00:00,campus,2202.0,16:00:00,2021-10-23
14749,2021-10-23T16:10:00,campus,2244.0,16:10:00,2021-10-23
14759,2021-10-23T16:20:00,campus,2250.0,16:20:00,2021-10-23
14769,2021-10-23T16:30:00,campus,2226.0,16:30:00,2021-10-23
14779,2021-10-23T16:40:00,campus,2214.0,16:40:00,2021-10-23
14789,2021-10-23T16:50:00,campus,2196.0,16:50:00,2021-10-23
14799,2021-10-23T17:00:00,campus,2196.0,17:00:00,2021-10-23
14809,2021-10-23T17:10:00,campus,2160.0,17:10:00,2021-10-23
14819,2021-10-23T17:20:00,campus,2136.0,17:20:00,2021-10-23
14829,2021-10-23T17:30:00,campus,2124.0,17:30:00,2021-10-23
14839,2021-10-23T17:40:00,campus,2136.0,17:40:00,2021-10-23
14849,2021-10-23T17:50:00,campus,2124.0,17:50:00,2021-10-23
14859,2021-10-23T18:00:00,campus,2118.0,18:00:00,2021-10-23
14869,2021-10-23T18:10:00,campus,2100.0,18:10:00,2021-10-23
14879,2021-10-23T18:20:00,campus,2106.0,18:20:00,2021-10-23
14889,2021-10-23T18:30:00,campus,2106.0,18:30:00,2021-10-23
14899,2021-10-23T18:40:00,campus,2124.0,18:40:00,2021-10-23
14909,2021-10-23T18:50:00,campus,2106.0,18:50:00,2021-10-23
14919,2021-10-23T19:00:00,campus,2094.0,19:00:00,2021-10-23
14929,2021-10-23T19:10:00,campus,2082.0,19:10:00,2021-10-23
14939,2021-10-23T19:20:00,campus,2088.0,19:20:00,2021-10-23
14949,2021-10-23T19:30:00,campus,2082.0,19:30:00,2021-10-23
14959,2021-10-23T19:40:00,campus,2070.0,19:40:00,2021-10-23
14969,2021-10-23T19:50:00,campus,2058.0,19:50:00,2021-10-23
14979,2021-10-23T20:00:00,campus,2052.0,20:00:00,2021-10-23
14989,2021-10-23T20:10:00,campus,2034.0,20:10:00,2021-10-23
14999,2021-10-23T20:20:00,campus,2004.0,20:20:00,2021-10-23
15009,2021-10-23T20:30:00,campus,1944.0,20:30:00,2021-10-23
15019,2021-10-23T20:40:00,campus,1902.0,20:40:00,2021-10-23
15029,2021-10-23T20:50:00,campus,1860.0,20:50:00,2021-10-23
15039,2021-10-23T21:00:00,campus,1848.0,21:00:00,2021-10-23
15049,2021-10-23T21:10:00,campus,1836.0,21:10:00,2021-10-23
15059,2021-10-23T21:20:00,campus,1836.0,21:20:00,2021-10-23
15069,2021-10-23T21:30:00,campus,1842.0,21:30:00,2021-10-23
15079,2021-10-23T21:40:00,campus,1854.0,21:40:00,2021-10-23
15089,2021-10-23T21:50:00,campus,1848.0,21:50:00,2021-10-23
15099,2021-10-23T22:00:00,campus,1836.0,22:00:00,2021-10-23
15109,2021-10-23T22:10:00,campus,1764.0,22:10:00,2021-10-23
15119,2021-10-23T22:20:00,campus,1698.0,22:20:00,2021-10-23
15129,2021-10-23T22:30:00,campus,1638.0,22:30:00,2021-10-23
15139,2021-10-23T22:40:00,campus,1638.0,22:40:00,2021-10-23
15149,2021-10-23T22:50:00,campus,1644.0,22:50:00,2021-10-23
15159,2021-10-23T23:00:00,campus,1650.0,23:00:00,2021-10-23
15169,2021-10-23T23:10:00,campus,1650.0,23:10:00,2021-10-23
15179,2021-10-23T23:20:00,campus,1644.0,23:20:00,2021-10-23
15189,2021-10-23T23:30:00,campus,1632.0,23:30:00,2021-10-23
15199,2021-10-23T23:40:00,campus,1620.0,23:40:00,2021-10-23
15209,2021-10-23T23:50:00,campus,1596.0,23:50:00,2021-10-23
15219,2021-10-24T00:00:00,campus,1572.0,00:00:00,2021-10-24
15229,2021-10-24T00:10:00,campus,1548.0,00:10:00,2021-10-24
15239,2021-10-24T00:20:00,campus,1530.0,00:20:00,2021-10-24
15249,2021-10-24T00:30:00,campus,1500.0,00:30:00,2021-10-24
15259,2021-10-24T00:40:00,campus,1476.0,00:40:00,2021-10-24
15269,2021-10-24T00:50:00,campus,1458.0,00:50:00,2021-10-24
15279,2021-10-24T01:00:00,campus,1452.0,01:00:00,2021-10-24
15289,2021-10-24T01:10:00,campus,1440.0,01:10:00,2021-10-24
15299,2021-10-24T01:20:00,campus,1404.0,01:20:00,2021-10-24
15309,2021-10-24T01:30:00,campus,1356.0,01:30:00,2021-10-24
15319,2021-10-24T01:40:00,campus,1332.0,01:40:00,2021-10-24
15329,2021-10-24T01:50:00,campus,1338.0,01:50:00,2021-10-24
15339,2021-10-24T02:00:00,campus,1338.0,02:00:00,2021-10-24
15349,2021-10-24T02:10:00,campus,1362.0,02:10:00,2021-10-24
15359,2021-10-24T02:20:00,campus,1368.0,02:20:00,2021-10-24
15369,2021-10-24T02:30:00,campus,1386.0,02:30:00,2021-10-24
15379,2021-10-24T02:40:00,campus,1362.0,02:40:00,2021-10-24
15389,2021-10-24T02:50:00,campus,1344.0,02:50:00,2021-10-24
15399,2021-10-24T03:00:00,campus,1332.0,03:00:00,2021-10-24
15409,2021-10-24T03:10:00,campus,1362.0,03:10:00,2021-10-24
15419,2021-10-24T03:20:00,campus,1386.0,03:20:00,2021-10-24
15429,2021-10-24T03:30:00,campus,1404.0,03:30:00,2021-10-24
15439,2021-10-24T03:40:00,campus,1404.0,03:40:00,2021-10-24
15449,2021-10-24T03:50:00,campus,1398.0,03:50:00,2021-10-24
15459,2021-10-24T04:00:00,campus,1398.0,04:00:00,2021-10-24
15469,2021-10-24T04:10:00,campus,1392.0,04:10:00,2021-10-24
15479,2021-10-24T04:20:00,campus,1416.0,04:20:00,2021-10-24
15489,2021-10-24T04:30:00,campus,1428.0,04:30:00,2021-10-24
15499,2021-10-24T04:40:00,campus,1434.0,04:40:00,2021-10-24
15509,2021-10-24T04:50:00,campus,1410.0,04:50:00,2021-10-24
15519,2021-10-24T05:00:00,campus,1422.0,05:00:00,2021-10-24
15529,2021-10-24T05:10:00,campus,1416.0,05:10:00,2021-10-24
15539,2021-10-24T05:20:00,campus,1386.0,05:20:00,2021-10-24
15549,2021-10-24T05:30:00,campus,1350.0,05:30:00,2021-10-24
15559,2021-10-24T05:40:00,campus,1320.0,05:40:00,2021-10-24
15569,2021-10-24T05:50:00,campus,1332.0,05:50:00,2021-10-24
15579,2021-10-24T06:00:00,campus,1344.0,06:00:00,2021-10-24
15589,2021-10-24T06:10:00,campus,1404.0,06:10:00,2021-10-24
15599,2021-10-24T06:20:00,campus,1482.0,06:20:00,2021-10-24
15609,2021-10-24T06:30:00,campus,1584.0,06:30:00,2021-10-24
15619,2021-10-24T06:40:00,campus,1656.0,06:40:00,2021-10-24
15629,2021-10-24T06:50:00,campus,1668.0,06:50:00,2021-10-24
15639,2021-10-24T07:00:00,campus,1620.0,07:00:00,2021-10-24
15649,2021-10-24T07:10:00,campus,1572.0,07:10:00,2021-10-24
15659,2021-10-24T07:20:00,campus,1548.0,07:20:00,2021-10-24
15669,2021-10-24T07:30:00,campus,1578.0,07:30:00,2021-10-24
15679,2021-10-24T07:40:00,campus,1608.0,07:40:00,2021-10-24
15689,2021-10-24T07:50:00,campus,1632.0,07:50:00,2021-10-24
15699,2021-10-24T08:00:00,campus,1632.0,08:00:00,2021-10-24
15709,2021-10-24T08:10:00,campus,1656.0,08:10:00,2021-10-24
15719,2021-10-24T08:20:00,campus,1638.0,08:20:00,2021-10-24
15729,2021-10-24T08:30:00,campus,1608.0,08:30:00,2021-10-24
15739,2021-10-24T08:40:00,campus,1578.0,08:40:00,2021-10-24
15749,2021-10-24T08:50:00,campus,1584.0,08:50:00,2021-10-24
15759,2021-10-24T09:00:00,campus,1626.0,09:00:00,2021-10-24
15769,2021-10-24T09:10:00,campus,1680.0,09:10:00,2021-10-24
15779,2021-10-24T09:20:00,campus,1752.0,09:20:00,2021-10-24
15789,2021-10-24T09:30:00,campus,1806.0,09:30:00,2021-10-24
15799,2021-10-24T09:40:00,campus,1884.0,09:40:00,2021-10-24
15809,2021-10-24T09:50:00,campus,1938.0,09:50:00,2021-10-24
15819,2021-10-24T10:00:00,campus,1992.0,10:00:00,2021-10-24
15829,2021-10-24T10:10:00,campus,2010.0,10:10:00,2021-10-24
15839,2021-10-24T10:20:00,campus,2010.0,10:20:00,2021-10-24
15849,2021-10-24T10:30:00,campus,2004.0,10:30:00,2021-10-24
15859,2021-10-24T10:40:00,campus,1998.0,10:40:00,2021-10-24
15869,2021-10-24T10:50:00,campus,2016.0,10:50:00,2021-10-24
15879,2021-10-24T11:00:00,campus,2040.0,11:00:00,2021-10-24
15889,2021-10-24T11:10:00,campus,2058.0,11:10:00,2021-10-24
15899,2021-10-24T11:20:00,campus,2064.0,11:20:00,2021-10-24
15909,2021-10-24T11:30:00,campus,2046.0,11:30:00,2021-10-24
15919,2021-10-24T11:40:00,campus,2052.0,11:40:00,2021-10-24
15929,2021-10-24T11:50:00,campus,2094.0,11:50:00,2021-10-24
15939,2021-10-24T12:00:00,campus,2142.0,12:00:00,2021-10-24
15949,2021-10-24T12:10:00,campus,2142.0,12:10:00,2021-10-24
15959,2021-10-24T12:20:00,campus,2130.0,12:20:00,2021-10-24
15969,2021-10-24T12:30:00,campus,2112.0,12:30:00,2021-10-24
15979,2021-10-24T12:40:00,campus,2112.0,12:40:00,2021-10-24
15989,2021-10-24T12:50:00,campus,2100.0,12:50:00,2021-10-24
15999,2021-10-24T13:00:00,campus,2094.0,13:00:00,2021-10-24
16009,2021-10-24T13:10:00,campus,2100.0,13:10:00,2021-10-24
16019,2021-10-24T13:20:00,campus,2106.0,13:20:00,2021-10-24
16029,2021-10-24T13:30:00,campus,2106.0,13:30:00,2021-10-24
16039,2021-10-24T13:40:00,campus,2070.0,13:40:00,2021-10-24
16049,2021-10-24T13:50:00,campus,2052.0,13:50:00,2021-10-24
16059,2021-10-24T14:00:00,campus,2016.0,14:00:00,2021-10-24
16069,2021-10-24T14:10:00,campus,1986.0,14:10:00,2021-10-24
16079,2021-10-24T14:20:00,campus,1950.0,14:20:00,2021-10-24
16089,2021-10-24T14:30:00,campus,1938.0,14:30:00,2021-10-24
16099,2021-10-24T14:40:00,campus,1956.0,14:40:00,2021-10-24
16109,2021-10-24T14:50:00,campus,2016.0,14:50:00,2021-10-24
16119,2021-10-24T15:00:00,campus,2082.0,15:00:00,2021-10-24
16129,2021-10-24T15:10:00,campus,2142.0,15:10:00,2021-10-24
16139,2021-10-24T15:20:00,campus,2148.0,15:20:00,2021-10-24
16149,2021-10-24T15:30:00,campus,2148.0,15:30:00,2021-10-24
16159,2021-10-24T15:40:00,campus,2130.0,15:40:00,2021-10-24
16169,2021-10-24T15:50:00,campus,2130.0,15:50:00,2021-10-24
16179,2021-10-24T16:00:00,campus,2154.0,16:00:00,2021-10-24
16189,2021-10-24T16:10:00,campus,2166.0,16:10:00,2021-10-24
16199,2021-10-24T16:20:00,campus,2166.0,16:20:00,2021-10-24
16209,2021-10-24T16:30:00,campus,2142.0,16:30:00,2021-10-24
16219,2021-10-24T16:40:00,campus,2106.0,16:40:00,2021-10-24
16229,2021-10-24T16:50:00,campus,2094.0,16:50:00,2021-10-24
16239,2021-10-24T17:00:00,campus,2088.0,17:00:00,2021-10-24
16249,2021-10-24T17:10:00,campus,2100.0,17:10:00,2021-10-24
16259,2021-10-24T17:20:00,campus,2124.0,17:20:00,2021-10-24
16269,2021-10-24T17:30:00,campus,2130.0,17:30:00,2021-10-24
16279,2021-10-24T17:40:00,campus,2130.0,17:40:00,2021-10-24
16289,2021-10-24T17:50:00,campus,2118.0,17:50:00,2021-10-24
16299,2021-10-24T18:00:00,campus,2112.0,18:00:00,2021-10-24
16309,2021-10-24T18:10:00,campus,2088.0,18:10:00,2021-10-24
16319,2021-10-24T18:20:00,campus,2082.0,18:20:00,2021-10-24
16329,2021-10-24T18:30:00,campus,2082.0,18:30:00,2021-10-24
16339,2021-10-24T18:40:00,campus,2094.0,18:40:00,2021-10-24
16349,2021-10-24T18:50:00,campus,2100.0,18:50:00,2021-10-24
16359,2021-10-24T19:00:00,campus,2100.0,19:00:00,2021-10-24
16369,2021-10-24T19:10:00,campus,2106.0,19:10:00,2021-10-24
16379,2021-10-24T19:20:00,campus,2112.0,19:20:00,2021-10-24
16389,2021-10-24T19:30:00,campus,2112.0,19:30:00,2021-10-24
16399,2021-10-24T19:40:00,campus,2094.0,19:40:00,2021-10-24
16409,2021-10-24T19:50:00,campus,2088.0,19:50:00,2021-10-24
16419,2021-10-24T20:00:00,campus,2082.0,20:00:00,2021-10-24
16429,2021-10-24T20:10:00,campus,2088.0,20:10:00,2021-10-24
16439,2021-10-24T20:20:00,campus,2088.0,20:20:00,2021-10-24
16449,2021-10-24T20:30:00,campus,2094.0,20:30:00,2021-10-24
16459,2021-10-24T20:40:00,campus,2100.0,20:40:00,2021-10-24
16469,2021-10-24T20:50:00,campus,2070.0,20:50:00,2021-10-24
16479,2021-10-24T21:00:00,campus,2034.0,21:00:00,2021-10-24
16489,2021-10-24T21:10:00,campus,1986.0,21:10:00,2021-10-24
16499,2021-10-24T21:20:00,campus,1962.0,21:20:00,2021-10-24
16509,2021-10-24T21:30:00,campus,1944.0,21:30:00,2021-10-24
16519,2021-10-24T21:40:00,campus,1944.0,21:40:00,2021-10-24
16529,2021-10-24T21:50:00,campus,1950.0,21:50:00,2021-10-24
16539,2021-10-24T22:00:00,campus,1980.0,22:00:00,2021-10-24
16549,2021-10-24T22:10:00,campus,1980.0,22:10:00,2021-10-24
16559,2021-10-24T22:20:00,campus,1974.0,22:20:00,2021-10-24
16569,2021-10-24T22:30:00,campus,1932.0,22:30:00,2021-10-24
16579,2021-10-24T22:40:00,campus,1914.0,22:40:00,2021-10-24
16589,2021-10-24T22:50:00,campus,1890.0,22:50:00,2021-10-24
16599,2021-10-24T23:00:00,campus,1878.0,23:00:00,2021-10-24
16609,2021-10-24T23:10:00,campus,1872.0,23:10:00,2021-10-24
16619,2021-10-24T23:20:00,campus,1854.0,23:20:00,2021-10-24
16629,2021-10-24T23:30:00,campus,1830.0,23:30:00,2021-10-24
16639,2021-10-24T23:40:00,campus,1794.0,23:40:00,2021-10-24
16649,2021-10-24T23:50:00,campus,1776.0,23:50:00,2021-10-24
16659,2021-10-25T00:00:00,campus,1752.0,00:00:00,2021-10-25
16669,2021-10-25T00:10:00,campus,1722.0,00:10:00,2021-10-25
16679,2021-10-25T00:20:00,campus,1692.0,00:20:00,2021-10-25
16689,2021-10-25T00:30:00,campus,1662.0,00:30:00,2021-10-25
16699,2021-10-25T00:40:00,campus,1650.0,00:40:00,2021-10-25
16709,2021-10-25T00:50:00,campus,1638.0,00:50:00,2021-10-25
16719,2021-10-25T01:00:00,campus,1638.0,01:00:00,2021-10-25
16729,2021-10-25T01:10:00,campus,1608.0,01:10:00,2021-10-25
16739,2021-10-25T01:20:00,campus,1554.0,01:20:00,2021-10-25
16749,2021-10-25T01:30:00,campus,1488.0,01:30:00,2021-10-25
16759,2021-10-25T01:40:00,campus,1446.0,01:40:00,2021-10-25
16769,2021-10-25T01:50:00,campus,1416.0,01:50:00,2021-10-25
16779,2021-10-25T02:00:00,campus,1392.0,02:00:00,2021-10-25
16789,2021-10-25T02:10:00,campus,1374.0,02:10:00,2021-10-25
16799,2021-10-25T02:20:00,campus,1398.0,02:20:00,2021-10-25
16809,2021-10-25T02:30:00,campus,1440.0,02:30:00,2021-10-25
16819,2021-10-25T02:40:00,campus,1482.0,02:40:00,2021-10-25
16829,2021-10-25T02:50:00,campus,1488.0,02:50:00,2021-10-25
16839,2021-10-25T03:00:00,campus,1482.0,03:00:00,2021-10-25
16849,2021-10-25T03:10:00,campus,1488.0,03:10:00,2021-10-25
16859,2021-10-25T03:20:00,campus,1494.0,03:20:00,2021-10-25
16869,2021-10-25T03:30:00,campus,1500.0,03:30:00,2021-10-25
16879,2021-10-25T03:40:00,campus,1494.0,03:40:00,2021-10-25
16889,2021-10-25T03:50:00,campus,1488.0,03:50:00,2021-10-25
16899,2021-10-25T04:00:00,campus,1482.0,04:00:00,2021-10-25
16909,2021-10-25T04:10:00,campus,1482.0,04:10:00,2021-10-25
16919,2021-10-25T04:20:00,campus,1488.0,04:20:00,2021-10-25
16929,2021-10-25T04:30:00,campus,1494.0,04:30:00,2021-10-25
16939,2021-10-25T04:40:00,campus,1512.0,04:40:00,2021-10-25
16949,2021-10-25T04:50:00,campus,1518.0,04:50:00,2021-10-25
16959,2021-10-25T05:00:00,campus,1530.0,05:00:00,2021-10-25
16969,2021-10-25T05:10:00,campus,1518.0,05:10:00,2021-10-25
16979,2021-10-25T05:20:00,campus,1524.0,05:20:00,2021-10-25
16989,2021-10-25T05:30:00,campus,1566.0,05:30:00,2021-10-25
16999,2021-10-25T05:40:00,campus,1614.0,05:40:00,2021-10-25
17009,2021-10-25T05:50:00,campus,1674.0,05:50:00,2021-10-25
17019,2021-10-25T06:00:00,campus,1710.0,06:00:00,2021-10-25
17029,2021-10-25T06:10:00,campus,1764.0,06:10:00,2021-10-25
17039,2021-10-25T06:20:00,campus,1770.0,06:20:00,2021-10-25
17049,2021-10-25T06:30:00,campus,1764.0,06:30:00,2021-10-25
17059,2021-10-25T06:40:00,campus,1746.0,06:40:00,2021-10-25
17069,2021-10-25T06:50:00,campus,1752.0,06:50:00,2021-10-25
17079,2021-10-25T07:00:00,campus,1764.0,07:00:00,2021-10-25
17089,2021-10-25T07:10:00,campus,1878.0,07:10:00,2021-10-25
17099,2021-10-25T07:20:00,campus,2046.0,07:20:00,2021-10-25
17109,2021-10-25T07:30:00,campus,2220.0,07:30:00,2021-10-25
17119,2021-10-25T07:40:00,campus,2268.0,07:40:00,2021-10-25
17129,2021-10-25T07:50:00,campus,2292.0,07:50:00,2021-10-25
17139,2021-10-25T08:00:00,campus,2340.0,08:00:00,2021-10-25
17149,2021-10-25T08:10:00,campus,2412.0,08:10:00,2021-10-25
17159,2021-10-25T08:20:00,campus,2424.0,08:20:00,2021-10-25
17169,2021-10-25T08:30:00,campus,2364.0,08:30:00,2021-10-25
17179,2021-10-25T08:40:00,campus,2292.0,08:40:00,2021-10-25
17189,2021-10-25T08:50:00,campus,2262.0,08:50:00,2021-10-25
17199,2021-10-25T09:00:00,campus,2262.0,09:00:00,2021-10-25
17209,2021-10-25T09:10:00,campus,2292.0,09:10:00,2021-10-25
17219,2021-10-25T09:20:00,campus,2310.0,09:20:00,2021-10-25
17229,2021-10-25T09:30:00,campus,2358.0,09:30:00,2021-10-25
17239,2021-10-25T09:40:00,campus,2340.0,09:40:00,2021-10-25
17249,2021-10-25T09:50:00,campus,2340.0,09:50:00,2021-10-25
17259,2021-10-25T10:00:00,campus,2358.0,10:00:00,2021-10-25
17269,2021-10-25T10:10:00,campus,2448.0,10:10:00,2021-10-25
17279,2021-10-25T10:20:00,campus,2514.0,10:20:00,2021-10-25
17289,2021-10-25T10:30:00,campus,2526.0,10:30:00,2021-10-25
17299,2021-10-25T10:40:00,campus,2532.0,10:40:00,2021-10-25
17309,2021-10-25T10:50:00,campus,2580.0,10:50:00,2021-10-25
17319,2021-10-25T11:00:00,campus,2622.0,11:00:00,2021-10-25
17329,2021-10-25T11:10:00,campus,2634.0,11:10:00,2021-10-25
17339,2021-10-25T11:20:00,campus,2622.0,11:20:00,2021-10-25
17349,2021-10-25T11:30:00,campus,2604.0,11:30:00,2021-10-25
17359,2021-10-25T11:40:00,campus,2616.0,11:40:00,2021-10-25
17369,2021-10-25T11:50:00,campus,2604.0,11:50:00,2021-10-25
17379,2021-10-25T12:00:00,campus,2592.0,12:00:00,2021-10-25
17389,2021-10-25T12:10:00,campus,2586.0,12:10:00,2021-10-25
17399,2021-10-25T12:20:00,campus,2598.0,12:20:00,2021-10-25
17409,2021-10-25T12:30:00,campus,2598.0,12:30:00,2021-10-25
17419,2021-10-25T12:40:00,campus,2592.0,12:40:00,2021-10-25
17429,2021-10-25T12:50:00,campus,2568.0,12:50:00,2021-10-25
17439,2021-10-25T13:00:00,campus,2544.0,13:00:00,2021-10-25
17449,2021-10-25T13:10:00,campus,2526.0,13:10:00,2021-10-25
17459,2021-10-25T13:20:00,campus,2520.0,13:20:00,2021-10-25
17469,2021-10-25T13:30:00,campus,2544.0,13:30:00,2021-10-25
17479,2021-10-25T13:40:00,campus,2568.0,13:40:00,2021-10-25
17489,2021-10-25T13:50:00,campus,2604.0,13:50:00,2021-10-25
17499,2021-10-25T14:00:00,campus,2598.0,14:00:00,2021-10-25
17509,2021-10-25T14:10:00,campus,2592.0,14:10:00,2021-10-25
17519,2021-10-25T14:20:00,campus,2574.0,14:20:00,2021-10-25
17529,2021-10-25T14:30:00,campus,2580.0,14:30:00,2021-10-25
17539,2021-10-25T14:40:00,campus,2586.0,14:40:00,2021-10-25
17549,2021-10-25T14:50:00,campus,2610.0,14:50:00,2021-10-25
17559,2021-10-25T15:00:00,campus,2604.0,15:00:00,2021-10-25
17569,2021-10-25T15:10:00,campus,2598.0,15:10:00,2021-10-25
17579,2021-10-25T15:20:00,campus,2574.0,15:20:00,2021-10-25
17589,2021-10-25T15:30:00,campus,2574.0,15:30:00,2021-10-25
17599,2021-10-25T15:40:00,campus,2580.0,15:40:00,2021-10-25
17609,2021-10-25T15:50:00,campus,2598.0,15:50:00,2021-10-25
17619,2021-10-25T16:00:00,campus,2610.0,16:00:00,2021-10-25
17629,2021-10-25T16:10:00,campus,2598.0,16:10:00,2021-10-25
17639,2021-10-25T16:20:00,campus,2604.0,16:20:00,2021-10-25
17649,2021-10-25T16:30:00,campus,2586.0,16:30:00,2021-10-25
17659,2021-10-25T16:40:00,campus,2586.0,16:40:00,2021-10-25
17669,2021-10-25T16:50:00,campus,2580.0,16:50:00,2021-10-25
17679,2021-10-25T17:00:00,campus,2592.0,17:00:00,2021-10-25
17689,2021-10-25T17:10:00,campus,2610.0,17:10:00,2021-10-25
17699,2021-10-25T17:20:00,campus,2640.0,17:20:00,2021-10-25
17709,2021-10-25T17:30:00,campus,2664.0,17:30:00,2021-10-25
17719,2021-10-25T17:40:00,campus,2664.0,17:40:00,2021-10-25
17729,2021-10-25T17:50:00,campus,2616.0,17:50:00,2021-10-25
17739,2021-10-25T18:00:00,campus,2574.0,18:00:00,2021-10-25
17749,2021-10-25T18:10:00,campus,2550.0,18:10:00,2021-10-25
17759,2021-10-25T18:20:00,campus,2532.0,18:20:00,2021-10-25
17769,2021-10-25T18:30:00,campus,2508.0,18:30:00,2021-10-25
17779,2021-10-25T18:40:00,campus,2496.0,18:40:00,2021-10-25
17789,2021-10-25T18:50:00,campus,2466.0,18:50:00,2021-10-25
17799,2021-10-25T19:00:00,campus,2448.0,19:00:00,2021-10-25
17809,2021-10-25T19:10:00,campus,2460.0,19:10:00,2021-10-25
17819,2021-10-25T19:20:00,campus,2496.0,19:20:00,2021-10-25
17829,2021-10-25T19:30:00,campus,2508.0,19:30:00,2021-10-25
17839,2021-10-25T19:40:00,campus,2484.0,19:40:00,2021-10-25
17849,2021-10-25T19:50:00,campus,2466.0,19:50:00,2021-10-25
17859,2021-10-25T20:00:00,campus,2448.0,20:00:00,2021-10-25
17869,2021-10-25T20:10:00,campus,2442.0,20:10:00,2021-10-25
17879,2021-10-25T20:20:00,campus,2412.0,20:20:00,2021-10-25
17889,2021-10-25T20:30:00,campus,2364.0,20:30:00,2021-10-25
17899,2021-10-25T20:40:00,campus,2310.0,20:40:00,2021-10-25
17909,2021-10-25T20:50:00,campus,2274.0,20:50:00,2021-10-25
17919,2021-10-25T21:00:00,campus,2268.0,21:00:00,2021-10-25
17929,2021-10-25T21:10:00,campus,2304.0,21:10:00,2021-10-25
17939,2021-10-25T21:20:00,campus,2346.0,21:20:00,2021-10-25
17949,2021-10-25T21:30:00,campus,2382.0,21:30:00,2021-10-25
17959,2021-10-25T21:40:00,campus,2376.0,21:40:00,2021-10-25
17969,2021-10-25T21:50:00,campus,2370.0,21:50:00,2021-10-25
17979,2021-10-25T22:00:00,campus,2328.0,22:00:00,2021-10-25
17989,2021-10-25T22:10:00,campus,2220.0,22:10:00,2021-10-25
17999,2021-10-25T22:20:00,campus,2082.0,22:20:00,2021-10-25
18009,2021-10-25T22:30:00,campus,1962.0,22:30:00,2021-10-25
18019,2021-10-25T22:40:00,campus,1908.0,22:40:00,2021-10-25
18029,2021-10-25T22:50:00,campus,1878.0,22:50:00,2021-10-25
18039,2021-10-25T23:00:00,campus,1866.0,23:00:00,2021-10-25
18049,2021-10-25T23:10:00,campus,1848.0,23:10:00,2021-10-25
18059,2021-10-25T23:20:00,campus,1824.0,23:20:00,2021-10-25
18069,2021-10-25T23:30:00,campus,1824.0,23:30:00,2021-10-25
18079,2021-10-25T23:40:00,campus,1818.0,23:40:00,2021-10-25
18089,2021-10-25T23:50:00,campus,1830.0,23:50:00,2021-10-25
18099,2021-10-26T00:00:00,campus,1812.0,00:00:00,2021-10-26
18109,2021-10-26T00:10:00,campus,1788.0,00:10:00,2021-10-26
18119,2021-10-26T00:20:00,campus,1764.0,00:20:00,2021-10-26
18138,2021-10-26T00:40:00,campus,1728.0,00:40:00,2021-10-26
18148,2021-10-26T00:50:00,campus,1716.0,00:50:00,2021-10-26
18158,2021-10-26T01:00:00,campus,1704.0,01:00:00,2021-10-26
18168,2021-10-26T01:10:00,campus,1656.0,01:10:00,2021-10-26
