,Datetime,Location,Power,Time,Date
37076,2021-11-08T04:20:00,campus,1308.0,04:20:00,2021-11-08
37086,2021-11-08T04:30:00,campus,1296.0,04:30:00,2021-11-08
37096,2021-11-08T04:40:00,campus,1296.0,04:40:00,2021-11-08
37106,2021-11-08T04:50:00,campus,1302.0,04:50:00,2021-11-08
37116,2021-11-08T05:00:00,campus,1296.0,05:00:00,2021-11-08
37126,2021-11-08T05:10:00,campus,1296.0,05:10:00,2021-11-08
37136,2021-11-08T05:20:00,campus,1308.0,05:20:00,2021-11-08
37146,2021-11-08T05:30:00,campus,1362.0,05:30:00,2021-11-08
37156,2021-11-08T05:40:00,campus,1410.0,05:40:00,2021-11-08
37166,2021-11-08T05:50:00,campus,1464.0,05:50:00,2021-11-08
37176,2021-11-08T06:00:00,campus,1488.0,06:00:00,2021-11-08
37186,2021-11-08T06:10:00,campus,1512.0,06:10:00,2021-11-08
37196,2021-11-08T06:20:00,campus,1518.0,06:20:00,2021-11-08
37206,2021-11-08T06:30:00,campus,1530.0,06:30:00,2021-11-08
37216,2021-11-08T06:40:00,campus,1590.0,06:40:00,2021-11-08
37226,2021-11-08T06:50:00,campus,1668.0,06:50:00,2021-11-08
37236,2021-11-08T07:00:00,campus,1728.0,07:00:00,2021-11-08
37246,2021-11-08T07:10:00,campus,1788.0,07:10:00,2021-11-08
37256,2021-11-08T07:20:00,campus,1842.0,07:20:00,2021-11-08
37266,2021-11-08T07:30:00,campus,1884.0,07:30:00,2021-11-08
37276,2021-11-08T07:40:00,campus,1848.0,07:40:00,2021-11-08
37286,2021-11-08T07:50:00,campus,1830.0,07:50:00,2021-11-08
37296,2021-11-08T08:00:00,campus,1848.0,08:00:00,2021-11-08
37306,2021-11-08T08:10:00,campus,1884.0,08:10:00,2021-11-08
37316,2021-11-08T08:20:00,campus,1926.0,08:20:00,2021-11-08
37326,2021-11-08T08:30:00,campus,1962.0,08:30:00,2021-11-08
37336,2021-11-08T08:40:00,campus,1992.0,08:40:00,2021-11-08
37346,2021-11-08T08:50:00,campus,2040.0,08:50:00,2021-11-08
37356,2021-11-08T09:00:00,campus,2112.0,09:00:00,2021-11-08
37366,2021-11-08T09:10:00,campus,2202.0,09:10:00,2021-11-08
37376,2021-11-08T09:20:00,campus,2292.0,09:20:00,2021-11-08
37386,2021-11-08T09:30:00,campus,2352.0,09:30:00,2021-11-08
37396,2021-11-08T09:40:00,campus,2376.0,09:40:00,2021-11-08
37406,2021-11-08T09:50:00,campus,2364.0,09:50:00,2021-11-08
37416,2021-11-08T10:00:00,campus,2334.0,10:00:00,2021-11-08
37426,2021-11-08T10:10:00,campus,2322.0,10:10:00,2021-11-08
37436,2021-11-08T10:20:00,campus,2346.0,10:20:00,2021-11-08
37446,2021-11-08T10:30:00,campus,2370.0,10:30:00,2021-11-08
37456,2021-11-08T10:40:00,campus,2400.0,10:40:00,2021-11-08
37466,2021-11-08T10:50:00,campus,2400.0,10:50:00,2021-11-08
37476,2021-11-08T11:00:00,campus,2406.0,11:00:00,2021-11-08
37486,2021-11-08T11:10:00,campus,2418.0,11:10:00,2021-11-08
37496,2021-11-08T11:20:00,campus,2478.0,11:20:00,2021-11-08
37506,2021-11-08T11:30:00,campus,2544.0,11:30:00,2021-11-08
37516,2021-11-08T11:40:00,campus,2556.0,11:40:00,2021-11-08
37526,2021-11-08T11:50:00,campus,2556.0,11:50:00,2021-11-08
37536,2021-11-08T12:00:00,campus,2550.0,12:00:00,2021-11-08
37546,2021-11-08T12:10:00,campus,2556.0,12:10:00,2021-11-08
37556,2021-11-08T12:20:00,campus,2538.0,12:20:00,2021-11-08
37566,2021-11-08T12:30:00,campus,2526.0,12:30:00,2021-11-08
37576,2021-11-08T12:40:00,campus,2508.0,12:40:00,2021-11-08
37586,2021-11-08T12:50:00,campus,2496.0,12:50:00,2021-11-08
37596,2021-11-08T13:00:00,campus,2496.0,13:00:00,2021-11-08
37606,2021-11-08T13:10:00,campus,2508.0,13:10:00,2021-11-08
37616,2021-11-08T13:20:00,campus,2526.0,13:20:00,2021-11-08
37626,2021-11-08T13:30:00,campus,2520.0,13:30:00,2021-11-08
37636,2021-11-08T13:40:00,campus,2526.0,13:40:00,2021-11-08
37646,2021-11-08T13:50:00,campus,2538.0,13:50:00,2021-11-08
37656,2021-11-08T14:00:00,campus,2574.0,14:00:00,2021-11-08
37666,2021-11-08T14:10:00,campus,2586.0,14:10:00,2021-11-08
37676,2021-11-08T14:20:00,campus,2562.0,14:20:00,2021-11-08
37686,2021-11-08T14:30:00,campus,2550.0,14:30:00,2021-11-08
37696,2021-11-08T14:40:00,campus,2556.0,14:40:00,2021-11-08
37706,2021-11-08T14:50:00,campus,2598.0,14:50:00,2021-11-08
37716,2021-11-08T15:00:00,campus,2628.0,15:00:00,2021-11-08
37726,2021-11-08T15:10:00,campus,2640.0,15:10:00,2021-11-08
37736,2021-11-08T15:20:00,campus,2652.0,15:20:00,2021-11-08
37746,2021-11-08T15:30:00,campus,2676.0,15:30:00,2021-11-08
37756,2021-11-08T15:40:00,campus,2700.0,15:40:00,2021-11-08
37766,2021-11-08T15:50:00,campus,2718.0,15:50:00,2021-11-08
37776,2021-11-08T16:00:00,campus,2676.0,16:00:00,2021-11-08
37786,2021-11-08T16:10:00,campus,2622.0,16:10:00,2021-11-08
37796,2021-11-08T16:20:00,campus,2580.0,16:20:00,2021-11-08
37806,2021-11-08T16:30:00,campus,2562.0,16:30:00,2021-11-08
37816,2021-11-08T16:40:00,campus,2568.0,16:40:00,2021-11-08
37826,2021-11-08T16:50:00,campus,2574.0,16:50:00,2021-11-08
37836,2021-11-08T17:00:00,campus,2616.0,17:00:00,2021-11-08
37846,2021-11-08T17:10:00,campus,2688.0,17:10:00,2021-11-08
37856,2021-11-08T17:20:00,campus,2736.0,17:20:00,2021-11-08
37866,2021-11-08T17:30:00,campus,2754.0,17:30:00,2021-11-08
37876,2021-11-08T17:40:00,campus,2718.0,17:40:00,2021-11-08
37886,2021-11-08T17:50:00,campus,2694.0,17:50:00,2021-11-08
37896,2021-11-08T18:00:00,campus,2640.0,18:00:00,2021-11-08
37906,2021-11-08T18:10:00,campus,2592.0,18:10:00,2021-11-08
37916,2021-11-08T18:20:00,campus,2550.0,18:20:00,2021-11-08
37926,2021-11-08T18:30:00,campus,2514.0,18:30:00,2021-11-08
37936,2021-11-08T18:40:00,campus,2460.0,18:40:00,2021-11-08
37946,2021-11-08T18:50:00,campus,2394.0,18:50:00,2021-11-08
37956,2021-11-08T19:00:00,campus,2370.0,19:00:00,2021-11-08
37966,2021-11-08T19:10:00,campus,2406.0,19:10:00,2021-11-08
37976,2021-11-08T19:20:00,campus,2460.0,19:20:00,2021-11-08
37986,2021-11-08T19:30:00,campus,2466.0,19:30:00,2021-11-08
37996,2021-11-08T19:40:00,campus,2436.0,19:40:00,2021-11-08
38006,2021-11-08T19:50:00,campus,2418.0,19:50:00,2021-11-08
38016,2021-11-08T20:00:00,campus,2418.0,20:00:00,2021-11-08
38026,2021-11-08T20:10:00,campus,2418.0,20:10:00,2021-11-08
38036,2021-11-08T20:20:00,campus,2406.0,20:20:00,2021-11-08
38046,2021-11-08T20:30:00,campus,2388.0,20:30:00,2021-11-08
38056,2021-11-08T20:40:00,campus,2364.0,20:40:00,2021-11-08
38066,2021-11-08T20:50:00,campus,2364.0,20:50:00,2021-11-08
38076,2021-11-08T21:00:00,campus,2328.0,21:00:00,2021-11-08
38086,2021-11-08T21:10:00,campus,2268.0,21:10:00,2021-11-08
38096,2021-11-08T21:20:00,campus,2214.0,21:20:00,2021-11-08
38106,2021-11-08T21:30:00,campus,2238.0,21:30:00,2021-11-08
38116,2021-11-08T21:40:00,campus,2274.0,21:40:00,2021-11-08
38126,2021-11-08T21:50:00,campus,2256.0,21:50:00,2021-11-08
38136,2021-11-08T22:00:00,campus,2178.0,22:00:00,2021-11-08
38146,2021-11-08T22:10:00,campus,2052.0,22:10:00,2021-11-08
38156,2021-11-08T22:20:00,campus,1950.0,22:20:00,2021-11-08
38166,2021-11-08T22:30:00,campus,1860.0,22:30:00,2021-11-08
38176,2021-11-08T22:40:00,campus,1824.0,22:40:00,2021-11-08
38186,2021-11-08T22:50:00,campus,1788.0,22:50:00,2021-11-08
38196,2021-11-08T23:00:00,campus,1764.0,23:00:00,2021-11-08
38206,2021-11-08T23:10:00,campus,1740.0,23:10:00,2021-11-08
38216,2021-11-08T23:20:00,campus,1692.0,23:20:00,2021-11-08
38226,2021-11-08T23:30:00,campus,1638.0,23:30:00,2021-11-08
38236,2021-11-08T23:40:00,campus,1614.0,23:40:00,2021-11-08
38246,2021-11-08T23:50:00,campus,1650.0,23:50:00,2021-11-08
38256,2021-11-09T00:00:00,campus,1704.0,00:00:00,2021-11-09
38266,2021-11-09T00:10:00,campus,1734.0,00:10:00,2021-11-09
38276,2021-11-09T00:20:00,campus,1698.0,00:20:00,2021-11-09
38286,2021-11-09T00:30:00,campus,1644.0,00:30:00,2021-11-09
38296,2021-11-09T00:40:00,campus,1608.0,00:40:00,2021-11-09
38306,2021-11-09T00:50:00,campus,1620.0,00:50:00,2021-11-09
38316,2021-11-09T01:00:00,campus,1632.0,01:00:00,2021-11-09
38326,2021-11-09T01:10:00,campus,1602.0,01:10:00,2021-11-09
38336,2021-11-09T01:20:00,campus,1530.0,01:20:00,2021-11-09
38346,2021-11-09T01:30:00,campus,1464.0,01:30:00,2021-11-09
38356,2021-11-09T01:40:00,campus,1446.0,01:40:00,2021-11-09
38366,2021-11-09T01:50:00,campus,1452.0,01:50:00,2021-11-09
38376,2021-11-09T02:00:00,campus,1446.0,02:00:00,2021-11-09
38386,2021-11-09T02:10:00,campus,1410.0,02:10:00,2021-11-09
38396,2021-11-09T02:20:00,campus,1368.0,02:20:00,2021-11-09
38406,2021-11-09T02:30:00,campus,1338.0,02:30:00,2021-11-09
38416,2021-11-09T02:40:00,campus,1320.0,02:40:00,2021-11-09
38426,2021-11-09T02:50:00,campus,1332.0,02:50:00,2021-11-09
38436,2021-11-09T03:00:00,campus,1374.0,03:00:00,2021-11-09
38446,2021-11-09T03:10:00,campus,1446.0,03:10:00,2021-11-09
38456,2021-11-09T03:20:00,campus,1494.0,03:20:00,2021-11-09
38466,2021-11-09T03:30:00,campus,1506.0,03:30:00,2021-11-09
38476,2021-11-09T03:40:00,campus,1470.0,03:40:00,2021-11-09
38486,2021-11-09T03:50:00,campus,1458.0,03:50:00,2021-11-09
38496,2021-11-09T04:00:00,campus,1476.0,04:00:00,2021-11-09
38506,2021-11-09T04:10:00,campus,1512.0,04:10:00,2021-11-09
38516,2021-11-09T04:20:00,campus,1512.0,04:20:00,2021-11-09
38526,2021-11-09T04:30:00,campus,1518.0,04:30:00,2021-11-09
38536,2021-11-09T04:40:00,campus,1518.0,04:40:00,2021-11-09
38546,2021-11-09T04:50:00,campus,1536.0,04:50:00,2021-11-09
38556,2021-11-09T05:00:00,campus,1560.0,05:00:00,2021-11-09
38566,2021-11-09T05:10:00,campus,1590.0,05:10:00,2021-11-09
38576,2021-11-09T05:20:00,campus,1596.0,05:20:00,2021-11-09
38586,2021-11-09T05:30:00,campus,1596.0,05:30:00,2021-11-09
38596,2021-11-09T05:40:00,campus,1584.0,05:40:00,2021-11-09
38606,2021-11-09T05:50:00,campus,1620.0,05:50:00,2021-11-09
38616,2021-11-09T06:00:00,campus,1650.0,06:00:00,2021-11-09
38626,2021-11-09T06:10:00,campus,1692.0,06:10:00,2021-11-09
38636,2021-11-09T06:20:00,campus,1710.0,06:20:00,2021-11-09
38646,2021-11-09T06:30:00,campus,1752.0,06:30:00,2021-11-09
38656,2021-11-09T06:40:00,campus,1758.0,06:40:00,2021-11-09
38666,2021-11-09T06:50:00,campus,1758.0,06:50:00,2021-11-09
38676,2021-11-09T07:00:00,campus,1716.0,07:00:00,2021-11-09
38686,2021-11-09T07:10:00,campus,1728.0,07:10:00,2021-11-09
38696,2021-11-09T07:20:00,campus,1758.0,07:20:00,2021-11-09
38706,2021-11-09T07:30:00,campus,1824.0,07:30:00,2021-11-09
38716,2021-11-09T07:40:00,campus,1896.0,07:40:00,2021-11-09
38726,2021-11-09T07:50:00,campus,1974.0,07:50:00,2021-11-09
38736,2021-11-09T08:00:00,campus,2022.0,08:00:00,2021-11-09
38746,2021-11-09T08:10:00,campus,2088.0,08:10:00,2021-11-09
38756,2021-11-09T08:20:00,campus,2148.0,08:20:00,2021-11-09
38766,2021-11-09T08:30:00,campus,2220.0,08:30:00,2021-11-09
38776,2021-11-09T08:40:00,campus,2262.0,08:40:00,2021-11-09
38786,2021-11-09T08:50:00,campus,2322.0,08:50:00,2021-11-09
38796,2021-11-09T09:00:00,campus,2340.0,09:00:00,2021-11-09
38806,2021-11-09T09:10:00,campus,2370.0,09:10:00,2021-11-09
38816,2021-11-09T09:20:00,campus,2400.0,09:20:00,2021-11-09
38826,2021-11-09T09:30:00,campus,2448.0,09:30:00,2021-11-09
38836,2021-11-09T09:40:00,campus,2472.0,09:40:00,2021-11-09
38846,2021-11-09T09:50:00,campus,2460.0,09:50:00,2021-11-09
38856,2021-11-09T10:00:00,campus,2478.0,10:00:00,2021-11-09
38866,2021-11-09T10:10:00,campus,2496.0,10:10:00,2021-11-09
38876,2021-11-09T10:20:00,campus,2544.0,10:20:00,2021-11-09
38886,2021-11-09T10:30:00,campus,2550.0,10:30:00,2021-11-09
38896,2021-11-09T10:40:00,campus,2538.0,10:40:00,2021-11-09
38906,2021-11-09T10:50:00,campus,2496.0,10:50:00,2021-11-09
38916,2021-11-09T11:00:00,campus,2520.0,11:00:00,2021-11-09
38926,2021-11-09T11:10:00,campus,2568.0,11:10:00,2021-11-09
38936,2021-11-09T11:20:00,campus,2646.0,11:20:00,2021-11-09
38946,2021-11-09T11:30:00,campus,2682.0,11:30:00,2021-11-09
38956,2021-11-09T11:40:00,campus,2682.0,11:40:00,2021-11-09
38966,2021-11-09T11:50:00,campus,2658.0,11:50:00,2021-11-09
38976,2021-11-09T12:00:00,campus,2610.0,12:00:00,2021-11-09
38986,2021-11-09T12:10:00,campus,2580.0,12:10:00,2021-11-09
38996,2021-11-09T12:20:00,campus,2562.0,12:20:00,2021-11-09
39006,2021-11-09T12:30:00,campus,2592.0,12:30:00,2021-11-09
39016,2021-11-09T12:40:00,campus,2598.0,12:40:00,2021-11-09
39026,2021-11-09T12:50:00,campus,2598.0,12:50:00,2021-11-09
39036,2021-11-09T13:00:00,campus,2598.0,13:00:00,2021-11-09
39046,2021-11-09T13:10:00,campus,2616.0,13:10:00,2021-11-09
39056,2021-11-09T13:20:00,campus,2634.0,13:20:00,2021-11-09
39066,2021-11-09T13:30:00,campus,2646.0,13:30:00,2021-11-09
39076,2021-11-09T13:40:00,campus,2658.0,13:40:00,2021-11-09
39086,2021-11-09T13:50:00,campus,2676.0,13:50:00,2021-11-09
39096,2021-11-09T14:00:00,campus,2700.0,14:00:00,2021-11-09
39106,2021-11-09T14:10:00,campus,2712.0,14:10:00,2021-11-09
39116,2021-11-09T14:20:00,campus,2742.0,14:20:00,2021-11-09
39126,2021-11-09T14:30:00,campus,2742.0,14:30:00,2021-11-09
39136,2021-11-09T14:40:00,campus,2736.0,14:40:00,2021-11-09
39146,2021-11-09T14:50:00,campus,2712.0,14:50:00,2021-11-09
39156,2021-11-09T15:00:00,campus,2712.0,15:00:00,2021-11-09
39166,2021-11-09T15:10:00,campus,2712.0,15:10:00,2021-11-09
39176,2021-11-09T15:20:00,campus,2718.0,15:20:00,2021-11-09
39186,2021-11-09T15:30:00,campus,2706.0,15:30:00,2021-11-09
39196,2021-11-09T15:40:00,campus,2700.0,15:40:00,2021-11-09
39206,2021-11-09T15:50:00,campus,2700.0,15:50:00,2021-11-09
39216,2021-11-09T16:00:00,campus,2688.0,16:00:00,2021-11-09
39226,2021-11-09T16:10:00,campus,2670.0,16:10:00,2021-11-09
39236,2021-11-09T16:20:00,campus,2646.0,16:20:00,2021-11-09
39246,2021-11-09T16:30:00,campus,2640.0,16:30:00,2021-11-09
39256,2021-11-09T16:40:00,campus,2670.0,16:40:00,2021-11-09
39266,2021-11-09T16:50:00,campus,2724.0,16:50:00,2021-11-09
39276,2021-11-09T17:00:00,campus,2766.0,17:00:00,2021-11-09
39286,2021-11-09T17:10:00,campus,2784.0,17:10:00,2021-11-09
39296,2021-11-09T17:20:00,campus,2778.0,17:20:00,2021-11-09
39306,2021-11-09T17:30:00,campus,2766.0,17:30:00,2021-11-09
39316,2021-11-09T17:40:00,campus,2742.0,17:40:00,2021-11-09
39326,2021-11-09T17:50:00,campus,2724.0,17:50:00,2021-11-09
39336,2021-11-09T18:00:00,campus,2688.0,18:00:00,2021-11-09
39346,2021-11-09T18:10:00,campus,2634.0,18:10:00,2021-11-09
39356,2021-11-09T18:20:00,campus,2574.0,18:20:00,2021-11-09
39366,2021-11-09T18:30:00,campus,2556.0,18:30:00,2021-11-09
39376,2021-11-09T18:40:00,campus,2580.0,18:40:00,2021-11-09
39386,2021-11-09T18:50:00,campus,2598.0,18:50:00,2021-11-09
39396,2021-11-09T19:00:00,campus,2592.0,19:00:00,2021-11-09
39406,2021-11-09T19:10:00,campus,2496.0,19:10:00,2021-11-09
39416,2021-11-09T19:20:00,campus,2400.0,19:20:00,2021-11-09
39426,2021-11-09T19:30:00,campus,2322.0,19:30:00,2021-11-09
39436,2021-11-09T19:40:00,campus,2274.0,19:40:00,2021-11-09
39446,2021-11-09T19:50:00,campus,2256.0,19:50:00,2021-11-09
39456,2021-11-09T20:00:00,campus,2244.0,20:00:00,2021-11-09
39466,2021-11-09T20:10:00,campus,2268.0,20:10:00,2021-11-09
39476,2021-11-09T20:20:00,campus,2304.0,20:20:00,2021-11-09
39486,2021-11-09T20:30:00,campus,2340.0,20:30:00,2021-11-09
39496,2021-11-09T20:40:00,campus,2370.0,20:40:00,2021-11-09
39506,2021-11-09T20:50:00,campus,2346.0,20:50:00,2021-11-09
39516,2021-11-09T21:00:00,campus,2340.0,21:00:00,2021-11-09
39526,2021-11-09T21:10:00,campus,2304.0,21:10:00,2021-11-09
39536,2021-11-09T21:20:00,campus,2292.0,21:20:00,2021-11-09
39546,2021-11-09T21:30:00,campus,2256.0,21:30:00,2021-11-09
39556,2021-11-09T21:40:00,campus,2244.0,21:40:00,2021-11-09
39566,2021-11-09T21:50:00,campus,2220.0,21:50:00,2021-11-09
39576,2021-11-09T22:00:00,campus,2214.0,22:00:00,2021-11-09
39586,2021-11-09T22:10:00,campus,2154.0,22:10:00,2021-11-09
39596,2021-11-09T22:20:00,campus,2094.0,22:20:00,2021-11-09
39606,2021-11-09T22:30:00,campus,2022.0,22:30:00,2021-11-09
39616,2021-11-09T22:40:00,campus,2004.0,22:40:00,2021-11-09
39626,2021-11-09T22:50:00,campus,2004.0,22:50:00,2021-11-09
39636,2021-11-09T23:00:00,campus,2004.0,23:00:00,2021-11-09
39646,2021-11-09T23:10:00,campus,1992.0,23:10:00,2021-11-09
39656,2021-11-09T23:20:00,campus,1962.0,23:20:00,2021-11-09
39666,2021-11-09T23:30:00,campus,1890.0,23:30:00,2021-11-09
39676,2021-11-09T23:40:00,campus,1812.0,23:40:00,2021-11-09
39686,2021-11-09T23:50:00,campus,1758.0,23:50:00,2021-11-09
39696,2021-11-10T00:00:00,campus,1740.0,00:00:00,2021-11-10
39706,2021-11-10T00:10:00,campus,1728.0,00:10:00,2021-11-10
39716,2021-11-10T00:20:00,campus,1692.0,00:20:00,2021-11-10
39726,2021-11-10T00:30:00,campus,1680.0,00:30:00,2021-11-10
39736,2021-11-10T00:40:00,campus,1692.0,00:40:00,2021-11-10
39746,2021-11-10T00:50:00,campus,1722.0,00:50:00,2021-11-10
39756,2021-11-10T01:00:00,campus,1728.0,01:00:00,2021-11-10
39766,2021-11-10T01:10:00,campus,1680.0,01:10:00,2021-11-10
39776,2021-11-10T01:20:00,campus,1632.0,01:20:00,2021-11-10
39786,2021-11-10T01:30:00,campus,1560.0,01:30:00,2021-11-10
39796,2021-11-10T01:40:00,campus,1542.0,01:40:00,2021-11-10
39806,2021-11-10T01:50:00,campus,1524.0,01:50:00,2021-11-10
39816,2021-11-10T02:00:00,campus,1524.0,02:00:00,2021-11-10
39826,2021-11-10T02:10:00,campus,1524.0,02:10:00,2021-11-10
39836,2021-11-10T02:20:00,campus,1524.0,02:20:00,2021-11-10
39846,2021-11-10T02:30:00,campus,1530.0,02:30:00,2021-11-10
39856,2021-11-10T02:40:00,campus,1506.0,02:40:00,2021-11-10
39866,2021-11-10T02:50:00,campus,1494.0,02:50:00,2021-11-10
39876,2021-11-10T03:00:00,campus,1500.0,03:00:00,2021-11-10
39886,2021-11-10T03:10:00,campus,1554.0,03:10:00,2021-11-10
39896,2021-11-10T03:20:00,campus,1590.0,03:20:00,2021-11-10
39906,2021-11-10T03:30:00,campus,1614.0,03:30:00,2021-11-10
39916,2021-11-10T03:40:00,campus,1590.0,03:40:00,2021-11-10
39926,2021-11-10T03:50:00,campus,1548.0,03:50:00,2021-11-10
39936,2021-11-10T04:00:00,campus,1512.0,04:00:00,2021-11-10
39946,2021-11-10T04:10:00,campus,1512.0,04:10:00,2021-11-10
39956,2021-11-10T04:20:00,campus,1518.0,04:20:00,2021-11-10
39966,2021-11-10T04:30:00,campus,1548.0,04:30:00,2021-11-10
39976,2021-11-10T04:40:00,campus,1548.0,04:40:00,2021-11-10
39986,2021-11-10T04:50:00,campus,1572.0,04:50:00,2021-11-10
39996,2021-11-10T05:00:00,campus,1590.0,05:00:00,2021-11-10
40006,2021-11-10T05:10:00,campus,1620.0,05:10:00,2021-11-10
40016,2021-11-10T05:20:00,campus,1638.0,05:20:00,2021-11-10
40026,2021-11-10T05:30:00,campus,1662.0,05:30:00,2021-11-10
40036,2021-11-10T05:40:00,campus,1668.0,05:40:00,2021-11-10
40046,2021-11-10T05:50:00,campus,1680.0,05:50:00,2021-11-10
40056,2021-11-10T06:00:00,campus,1698.0,06:00:00,2021-11-10
40066,2021-11-10T06:10:00,campus,1734.0,06:10:00,2021-11-10
40076,2021-11-10T06:20:00,campus,1758.0,06:20:00,2021-11-10
40086,2021-11-10T06:30:00,campus,1776.0,06:30:00,2021-11-10
40096,2021-11-10T06:40:00,campus,1782.0,06:40:00,2021-11-10
40106,2021-11-10T06:50:00,campus,1824.0,06:50:00,2021-11-10
40116,2021-11-10T07:00:00,campus,1866.0,07:00:00,2021-11-10
40126,2021-11-10T07:10:00,campus,1968.0,07:10:00,2021-11-10
40136,2021-11-10T07:20:00,campus,2046.0,07:20:00,2021-11-10
40146,2021-11-10T07:30:00,campus,2118.0,07:30:00,2021-11-10
40156,2021-11-10T07:40:00,campus,2136.0,07:40:00,2021-11-10
40166,2021-11-10T07:50:00,campus,2124.0,07:50:00,2021-11-10
40176,2021-11-10T08:00:00,campus,2094.0,08:00:00,2021-11-10
40186,2021-11-10T08:10:00,campus,2052.0,08:10:00,2021-11-10
40196,2021-11-10T08:20:00,campus,2034.0,08:20:00,2021-11-10
40206,2021-11-10T08:30:00,campus,2040.0,08:30:00,2021-11-10
40216,2021-11-10T08:40:00,campus,2070.0,08:40:00,2021-11-10
40226,2021-11-10T08:50:00,campus,2124.0,08:50:00,2021-11-10
40236,2021-11-10T09:00:00,campus,2184.0,09:00:00,2021-11-10
40246,2021-11-10T09:10:00,campus,2268.0,09:10:00,2021-11-10
40256,2021-11-10T09:20:00,campus,2346.0,09:20:00,2021-11-10
40266,2021-11-10T09:30:00,campus,2406.0,09:30:00,2021-11-10
40276,2021-11-10T09:40:00,campus,2472.0,09:40:00,2021-11-10
40286,2021-11-10T09:50:00,campus,2490.0,09:50:00,2021-11-10
40296,2021-11-10T10:00:00,campus,2508.0,10:00:00,2021-11-10
40306,2021-11-10T10:10:00,campus,2496.0,10:10:00,2021-11-10
40316,2021-11-10T10:20:00,campus,2550.0,10:20:00,2021-11-10
40326,2021-11-10T10:30:00,campus,2616.0,10:30:00,2021-11-10
40336,2021-11-10T10:40:00,campus,2676.0,10:40:00,2021-11-10
40346,2021-11-10T10:50:00,campus,2658.0,10:50:00,2021-11-10
40356,2021-11-10T11:00:00,campus,2592.0,11:00:00,2021-11-10
40366,2021-11-10T11:10:00,campus,2532.0,11:10:00,2021-11-10
40376,2021-11-10T11:20:00,campus,2520.0,11:20:00,2021-11-10
40386,2021-11-10T11:30:00,campus,2526.0,11:30:00,2021-11-10
40396,2021-11-10T11:40:00,campus,2520.0,11:40:00,2021-11-10
40406,2021-11-10T11:50:00,campus,2532.0,11:50:00,2021-11-10
40416,2021-11-10T12:00:00,campus,2538.0,12:00:00,2021-11-10
40426,2021-11-10T12:10:00,campus,2532.0,12:10:00,2021-11-10
40436,2021-11-10T12:20:00,campus,2520.0,12:20:00,2021-11-10
40446,2021-11-10T12:30:00,campus,2502.0,12:30:00,2021-11-10
40456,2021-11-10T12:40:00,campus,2532.0,12:40:00,2021-11-10
40466,2021-11-10T12:50:00,campus,2550.0,12:50:00,2021-11-10
40476,2021-11-10T13:00:00,campus,2580.0,13:00:00,2021-11-10
40486,2021-11-10T13:10:00,campus,2550.0,13:10:00,2021-11-10
40496,2021-11-10T13:20:00,campus,2544.0,13:20:00,2021-11-10
40506,2021-11-10T13:30:00,campus,2550.0,13:30:00,2021-11-10
40516,2021-11-10T13:40:00,campus,2586.0,13:40:00,2021-11-10
40526,2021-11-10T13:50:00,campus,2592.0,13:50:00,2021-11-10
40536,2021-11-10T14:00:00,campus,2604.0,14:00:00,2021-11-10
40546,2021-11-10T14:10:00,campus,2604.0,14:10:00,2021-11-10
40556,2021-11-10T14:20:00,campus,2598.0,14:20:00,2021-11-10
40566,2021-11-10T14:30:00,campus,2580.0,14:30:00,2021-11-10
40576,2021-11-10T14:40:00,campus,2562.0,14:40:00,2021-11-10
40586,2021-11-10T14:50:00,campus,2550.0,14:50:00,2021-11-10
40596,2021-11-10T15:00:00,campus,2538.0,15:00:00,2021-11-10
40606,2021-11-10T15:10:00,campus,2544.0,15:10:00,2021-11-10
40616,2021-11-10T15:20:00,campus,2550.0,15:20:00,2021-11-10
40626,2021-11-10T15:30:00,campus,2562.0,15:30:00,2021-11-10
40636,2021-11-10T15:40:00,campus,2556.0,15:40:00,2021-11-10
40646,2021-11-10T15:50:00,campus,2556.0,15:50:00,2021-11-10
40656,2021-11-10T16:00:00,campus,2556.0,16:00:00,2021-11-10
40666,2021-11-10T16:10:00,campus,2604.0,16:10:00,2021-11-10
40676,2021-11-10T16:20:00,campus,2628.0,16:20:00,2021-11-10
40686,2021-11-10T16:30:00,campus,2634.0,16:30:00,2021-11-10
40696,2021-11-10T16:40:00,campus,2610.0,16:40:00,2021-11-10
40706,2021-11-10T16:50:00,campus,2592.0,16:50:00,2021-11-10
40716,2021-11-10T17:00:00,campus,2580.0,17:00:00,2021-11-10
40726,2021-11-10T17:10:00,campus,2562.0,17:10:00,2021-11-10
40736,2021-11-10T17:20:00,campus,2556.0,17:20:00,2021-11-10
40746,2021-11-10T17:30:00,campus,2556.0,17:30:00,2021-11-10
40756,2021-11-10T17:40:00,campus,2550.0,17:40:00,2021-11-10
40766,2021-11-10T17:50:00,campus,2520.0,17:50:00,2021-11-10
40776,2021-11-10T18:00:00,campus,2484.0,18:00:00,2021-11-10
40786,2021-11-10T18:10:00,campus,2448.0,18:10:00,2021-11-10
40796,2021-11-10T18:20:00,campus,2436.0,18:20:00,2021-11-10
40806,2021-11-10T18:30:00,campus,2424.0,18:30:00,2021-11-10
40816,2021-11-10T18:40:00,campus,2400.0,18:40:00,2021-11-10
40826,2021-11-10T18:50:00,campus,2376.0,18:50:00,2021-11-10
40836,2021-11-10T19:00:00,campus,2364.0,19:00:00,2021-11-10
